车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京,2026-07-28,08:40,2026-07-28,08:40,0,0,35.0,26.5,1.1,1.1,0.0,8.0,12.5,37.8,16.0,66.0,51,小毛毛雨
G339,北京西,2026-07-28,08:54,2026-07-28,09:05,-2,9,35.0,26.5,1.1,1.1,0.0,8.0,12.5,37.8,16.0,66.0,51,小毛毛雨
G339,郑州东,2026-07-28,11:16,2026-07-28,11:19,0,693,30.7,23.8,7.7,7.7,0.0,19.0,12.0,31.3,87.0,88.0,61,小雨
G339,武汉,2026-07-28,12:53,,,0,1229,31.6,26.0,17.3,17.3,0.0,19.0,16.3,42.1,91.0,85.0,63,中雨
