车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京,2026-07-25,08:40,2026-07-25,08:40,0,0,30.7,24.1,1.1,1.1,0.0,7.0,8.2,23.8,66.0,81.0,51,小毛毛雨
G339,北京西,2026-07-25,08:54,2026-07-25,09:05,0,9,30.7,24.1,1.1,1.1,0.0,7.0,8.2,23.8,66.0,81.0,51,小毛毛雨
G339,郑州东,2026-07-25,11:16,2026-07-25,11:19,0,693,30.0,22.4,11.3,11.3,0.0,12.0,10.5,25.2,73.0,85.0,63,中雨
G339,武汉,2026-07-25,12:53,,,0,1229,34.7,27.7,0.4,0.4,0.0,3.0,9.1,22.0,40.0,72.0,51,小毛毛雨
