车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京,2026-08-24,08:40,2026-08-24,08:40,0,0,31.9,23.4,11.4,11.4,0.0,10.0,9.0,24.1,53.0,85.0,63,中雨
G339,北京西,2026-08-24,08:54,2026-08-24,09:05,0,9,31.9,23.4,11.4,11.4,0.0,10.0,9.0,24.1,53.0,85.0,63,中雨
G339,郑州东,2026-08-24,11:16,2026-08-24,11:19,0,693,31.6,26.3,6.6,6.6,0.0,14.0,11.1,30.6,40.0,84.0,61,小雨
G339,武汉,2026-08-24,12:53,,,0,1229,36.2,28.3,0.9,0.9,0.0,6.0,14.6,40.0,40.0,68.0,51,小毛毛雨
