车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-07-30,14:04,2026-07-30,14:04,0.0,0.0,39.2,29.6,0.6,0.6,0.0,3.0,11.7,28.1,17.0,53.0,51,小毛毛雨
G80,南京南,2026-07-30,15:05,2026-07-30,15:10,-3.0,295.0,34.0,27.6,0.5,0.5,0.0,2.0,15.3,36.7,27.0,74.0,51,小毛毛雨
G81,徐州东,2026-07-30,16:19,2026-07-30,16:21,,626.0,31.7,25.8,8.1,8.1,0.0,11.0,12.8,33.1,88.0,86.0,63,中雨
G81,商丘,2026-07-30,17:05,2026-07-30,17:07,-2.0,796.0,32.1,24.5,17.4,17.4,0.0,14.0,15.9,39.6,91.0,85.0,63,中雨
G81,开封北,2026-07-30,17:41,2026-07-30,17:43,-1.0,934.0,29.5,23.6,24.0,24.0,0.0,22.0,12.7,29.5,87.0,91.0,63,中雨
G81,郑州东,2026-07-30,18:04,,,-3.0,986.0,30.0,24.8,6.8,6.8,0.0,11.0,12.4,32.0,77.0,88.0,63,中雨
,,,,,,,,,,,,,,,,,,,
G3726,广州,2026-07-30,08:42,2026-07-30,08:42,0.0,0.0,28.9,24.7,8.2,8.2,0.0,12.0,12.1,29.9,99.0,90.0,61,小雨
G3726,佛山西,2026-07-30,09:04,2026-07-30,09:16,0.0,26.0,8.0,1.5,5.8,5.8,0.0,18.0,13.2,34.6,90.0,91.0,55,浓毛毛雨
G3726,肇庆东,2026-07-30,09:35,2026-07-30,09:37,0.0,69.0,29.7,23.9,12.6,12.6,0.0,18.0,17.3,35.3,98.0,91.0,63,中雨
G3726,贺州,2026-07-30,10:24,2026-07-30,10:26,0.0,254.0,30.3,23.5,1.3,1.3,0.0,7.0,14.0,30.2,96.0,87.0,51,小毛毛雨
G3726,阳朔,2026-07-30,10:58,2026-07-30,11:04,0.0,372.0,29.2,23.9,6.2,6.2,0.0,19.0,15.4,34.2,97.0,89.0,55,浓毛毛雨
G3726,桂林西,2026-07-30,11:24,2026-07-30,11:28,0.0,437.0,34.1,24.4,1.4,1.4,0.0,5.0,12.2,28.4,31.0,72.0,53,毛毛雨
G3726,都匀东,2026-07-30,12:43,2026-07-30,12:48,,734.0,30.4,23.0,2.1,2.1,0.0,6.0,12.2,32.8,69.0,83.0,53,毛毛雨
G3726,贵阳东,2026-07-30,13:23,2026-07-30,13:31,0.0,850.0,28.5,20.3,1.8,1.8,0.0,7.0,21.1,46.8,88.0,73.0,53,毛毛雨
G3726,遵义,2026-07-30,14:18,2026-07-30,14:20,0.0,973.0,31.3,21.8,0.1,0.1,0.0,1.0,20.0,44.6,80.0,63.0,51,小毛毛雨
G3726,娄山关南,2026-07-30,14:34,2026-07-30,14:36,0.0,1003.0,30.5,22.0,1.6,1.6,0.0,3.0,23.8,51.5,80.0,66.0,53,毛毛雨
G3726,重庆西,2026-07-30,15:43,2026-07-30,15:52,0.0,1194.0,38.1,30.8,0.7,0.7,0.0,2.0,15.4,43.2,87.0,42.0,53,毛毛雨
G3726,重庆北,2026-07-30,16:17,2026-07-30,16:22,0.0,1224.0,38.1,30.8,0.7,0.7,0.0,2.0,15.4,43.2,87.0,42.0,53,毛毛雨
