车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-08-15,14:04,2026-08-15,14:04,0.0,0.0,31.2,25.1,11.4,11.4,0.0,14.0,10.5,23.4,94.0,89.0,63,中雨
G80,南京南,2026-08-15,15:05,2026-08-15,15:10,-3.0,295.0,29.6,23.5,4.7,4.7,0.0,12.0,13.4,35.3,69.0,83.0,55,浓毛毛雨
G81,徐州东,2026-08-15,16:19,2026-08-15,16:21,,626.0,29.7,22.5,2.3,2.3,0.0,7.0,5.1,17.6,26.0,78.0,55,浓毛毛雨
G81,商丘,2026-08-15,17:05,2026-08-15,17:07,6.0,796.0,29.4,23.2,3.1,3.1,0.0,13.0,7.1,18.4,26.0,86.0,61,小雨
G81,开封北,2026-08-15,17:41,2026-08-15,17:43,8.0,934.0,30.7,22.6,1.4,1.4,0.0,8.0,10.0,20.2,14.0,79.0,51,小毛毛雨
G81,郑州东,2026-08-15,18:04,,,6.0,986.0,30.2,22.2,0.7,0.7,0.0,6.0,8.8,18.4,11.0,78.0,51,小毛毛雨
G3726,广州,2026-08-15,08:42,2026-08-15,08:42,0.0,0.0,33.4,25.0,22.1,22.1,0.0,16.0,9.7,27.4,95.0,87.0,63,中雨
G3726,佛山西,2026-08-15,09:04,2026-08-15,09:16,0.0,26.0,33.2,25.6,15.4,15.4,0.0,16.0,16.0,39.6,96.0,89.0,63,中雨
G3726,肇庆东,2026-08-15,09:35,2026-08-15,09:37,0.0,69.0,32.8,25.5,10.6,10.6,0.0,10.0,9.3,27.0,96.0,86.0,63,中雨
G3726,贺州,2026-08-15,10:24,2026-08-15,10:26,0.0,254.0,32.0,24.3,0.6,0.6,0.0,4.0,10.4,25.6,63.0,80.0,51,小毛毛雨
G3726,阳朔,2026-08-15,10:58,2026-08-15,11:04,1.0,372.0,31.2,24.0,0.1,0.1,0.0,1.0,9.4,23.4,68.0,77.0,51,小毛毛雨
G3726,桂林西,2026-08-15,11:24,2026-08-15,11:28,1.0,437.0,33.9,23.8,0.0,0.0,0.0,0.0,13.5,32.0,70.0,64.0,3,阴
G3726,都匀东,2026-08-15,12:43,2026-08-15,12:48,,734.0,27.8,21.4,0.0,0.0,0.0,0.0,8.3,21.6,56.0,82.0,3,阴
G3726,贵阳东,2026-08-15,13:23,2026-08-15,13:31,0.0,850.0,27.8,18.7,0.9,0.9,0.0,6.0,7.5,25.9,50.0,77.0,51,小毛毛雨
G3726,遵义,2026-08-15,14:18,2026-08-15,14:20,0.0,973.0,29.0,20.3,3.1,3.1,0.0,13.0,8.6,17.6,39.0,78.0,53,毛毛雨
