车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-09-07,14:04,2026-09-07,14:04,-1.0,0,30.1,23.0,0.3,0.3,0.0,3.0,15.9,42.5,27.0,66.0,51,小毛毛雨
G80,南京南,2026-09-07,15:05,2026-09-07,15:10,0.0,295,28.6,21.3,0.0,0.0,0.0,0.0,11.9,32.0,8.0,74.0,1,晴间多云
G81,徐州东,2026-09-07,16:19,2026-09-07,16:21,,626,32.1,21.2,0.0,0.0,0.0,0.0,10.7,28.1,20.0,62.0,2,多云
G81,商丘,2026-09-07,17:05,2026-09-07,17:07,-1.0,796,32.9,22.0,0.0,0.0,0.0,0.0,15.4,32.8,37.0,60.0,3,阴
G81,开封北,2026-09-07,17:41,2026-09-07,17:43,-1.0,934,32.4,21.5,0.0,0.0,0.0,0.0,6.1,20.2,38.0,58.0,3,阴
G81,郑州东,2026-09-07,18:04,,,-2.0,986,32.9,23.1,0.0,0.0,0.0,0.0,10.4,28.4,57.0,55.0,3,阴
G3726,广州,2026-09-07,08:42,2026-09-07,08:42,0.0,0,32.7,23.7,6.4,6.4,0.0,10.0,8.6,22.0,31.0,78.0,63,中雨
G3726,佛山西,2026-09-07,09:04,2026-09-07,09:16,0.0,26,32.7,24.6,3.0,3.0,0.0,9.0,8.8,22.7,24.0,81.0,61,小雨
G3726,肇庆东,2026-09-07,09:35,2026-09-07,09:37,0.0,69,32.3,24.9,0.4,0.4,0.0,3.0,5.5,18.0,21.0,82.0,51,小毛毛雨
G3726,贺州,2026-09-07,10:24,2026-09-07,10:26,0.0,254,31.8,22.6,0.0,0.0,0.0,0.0,4.8,15.8,15.0,79.0,3,阴
G3726,阳朔,2026-09-07,10:58,2026-09-07,11:04,0.0,372,31.9,21.9,0.7,0.7,0.0,3.0,8.5,23.4,17.0,79.0,51,小毛毛雨
G3726,桂林西,2026-09-07,11:24,2026-09-07,11:28,0.0,437,32.8,21.9,0.0,0.0,0.0,0.0,10.4,21.6,12.0,73.0,3,阴
G3726,都匀东,2026-09-07,12:43,2026-09-07,12:48,,734,29.3,18.9,0.0,0.0,0.0,0.0,8.6,23.4,20.0,78.0,3,阴
G3726,贵阳东,2026-09-07,13:23,2026-09-07,13:31,0.0,850,28.8,17.4,0.0,0.0,0.0,0.0,12.6,30.2,43.0,71.0,3,阴
G3726,遵义,2026-09-07,14:18,2026-09-07,14:20,0.0,973,28.5,18.8,0.0,0.0,0.0,0.0,12.0,24.5,42.0,73.0,3,阴
G3726,娄山关南,2026-09-07,14:34,2026-09-07,14:36,0.0,1003,28.9,19.0,0.0,0.0,0.0,0.0,14.6,34.2,36.0,72.0,3,阴
G3726,重庆西,2026-09-07,15:43,2026-09-07,15:52,0.0,1194,37.0,27.0,0.0,0.0,0.0,0.0,10.0,31.0,37.0,43.0,3,阴
G3726,重庆北,2026-09-07,16:17,2026-09-07,16:22,-3.0,1224,37.0,27.0,0.0,0.0,0.0,0.0,10.0,31.0,37.0,43.0,3,阴
G3726,梁平南,2026-09-07,17:14,2026-09-07,17:19,-1.0,1404,35.8,23.6,0.1,0.1,0.0,1.0,10.6,24.5,63.0,44.0,51,小毛毛雨
G3726,万州北,2026-09-07,17:40,2026-09-07,17:44,,1469,37.8,26.7,0.0,0.0,0.0,0.0,9.2,24.5,56.0,42.0,3,阴
G3726,云阳,2026-09-07,17:57,2026-09-07,17:59,0.0,1507,28.1,20.3,0.0,0.0,0.0,0.0,11.7,26.6,20.0,77.0,3,阴
G3726,巫山,2026-09-07,18:33,,,0.0,1622,37.7,25.4,0.1,0.1,0.0,1.0,9.3,20.9,67.0,44.0,51,小毛毛雨
G1,北京南,2026-09-07,06:30,2026-09-07,06:30,0.0,0,30.2,19.2,10.7,10.7,0.0,6.0,16.8,39.2,95.0,65.0,63,中雨
G1,沧州西,2026-09-07,07:18,2026-09-07,07:20,0.0,210,30.3,20.6,3.0,3.0,0.0,4.0,18.3,32.0,85.0,72.0,55,浓毛毛雨
G1,德州东,2026-09-07,07:45,2026-09-07,07:47,0.0,314,31.2,20.6,0.0,0.0,0.0,0.0,16.0,31.3,80.0,63.0,3,阴
G1,曲阜东,2026-09-07,08:34,2026-09-07,08:36,,527,33.5,22.2,0.0,0.0,0.0,0.0,20.3,37.4,42.0,55.0,3,阴
G1,南京南,2026-09-07,10:13,2026-09-07,10:15,0.0,1015,28.6,21.3,0.0,0.0,0.0,0.0,11.9,32.0,8.0,74.0,1,晴间多云
G1,苏州北,2026-09-07,10:59,2026-09-07,11:01,2.0,1229,28.9,21.0,0.0,0.0,0.0,0.0,13.4,34.2,25.0,76.0,2,多云
G1,上海虹桥,2026-09-07,11:24,,,1.0,1310,30.1,23.0,0.3,0.3,0.0,3.0,15.9,42.5,27.0,66.0,51,小毛毛雨
D1,北京西,2026-09-07,17:58,2026-09-07,17:58,0.0,0,30.2,19.2,10.7,10.7,0.0,6.0,16.8,39.2,95.0,65.0,63,中雨
D1,石家庄,2026-09-07,20:24,2026-09-07,20:30,5.0,281,28.6,21.3,9.0,9.0,0.0,4.0,13.9,27.4,99.0,78.0,63,中雨
D1,郑州,2026-09-07,23:59,2026-09-08,00:05,21.0,707,32.9,23.1,0.0,0.0,0.0,0.0,10.4,28.4,57.0,55.0,3,阴
D1,武昌,2026-09-08,04:44,2026-09-08,04:50,18.0,1243,30.9,18.6,0.0,0.0,0.0,0.0,17.2,34.6,28.0,70.0,3,阴
D1,岳阳,2026-09-08,06:47,2026-09-08,06:51,15.0,1458,31.0,22.3,0.0,0.0,0.0,0.0,12.4,26.6,23.0,71.0,3,阴
D1,长沙,2026-09-08,08:16,,,11.0,1605,31.1,22.6,0.0,0.0,0.0,0.0,10.1,21.6,18.0,73.0,2,多云
