车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-09-05,14:04,2026-09-05,14:04,0.0,0,31.3,24.5,0.6,0.6,0.0,4.0,15.5,41.4,39.0,69.0,51,小毛毛雨
G80,南京南,2026-09-05,15:05,2026-09-05,15:10,-2.0,295,29.6,21.9,0.2,0.2,0.0,2.0,13.9,32.8,48.0,79.0,51,小毛毛雨
G81,徐州东,2026-09-05,16:19,2026-09-05,16:21,,626,30.4,19.5,0.0,0.0,0.0,0.0,10.4,29.9,15.0,63.0,3,阴
G81,商丘,2026-09-05,17:05,2026-09-05,17:07,-1.0,796,32.0,19.3,0.0,0.0,0.0,0.0,12.4,28.4,1.0,53.0,0,晴
G81,开封北,2026-09-05,17:41,2026-09-05,17:43,-2.0,934,31.2,20.5,0.0,0.0,0.0,0.0,11.3,30.2,3.0,53.0,1,晴间多云
G81,郑州东,2026-09-05,18:04,,,0.0,986,31.2,20.6,0.0,0.0,0.0,0.0,9.0,29.2,1.0,51.0,0,晴
G3726,广州,2026-09-05,08:42,2026-09-05,08:42,0.0,0,32.6,23.9,3.3,3.3,0.0,11.0,10.3,21.6,74.0,77.0,61,小雨
G3726,佛山西,2026-09-05,09:04,2026-09-05,09:16,0.0,26,32.5,24.0,0.6,0.6,0.0,4.0,9.3,25.2,67.0,76.0,51,小毛毛雨
G3726,肇庆东,2026-09-05,09:35,2026-09-05,09:37,0.0,69,31.6,23.3,0.9,0.9,0.0,7.0,9.2,19.4,59.0,78.0,51,小毛毛雨
G3726,贺州,2026-09-05,10:24,2026-09-05,10:26,0.0,254,26.4,22.1,1.2,1.2,0.0,5.0,9.6,22.0,86.0,85.0,51,小毛毛雨
G3726,阳朔,2026-09-05,10:58,2026-09-05,11:04,0.0,372,25.6,21.7,0.5,0.5,0.0,5.0,17.1,40.7,83.0,85.0,51,小毛毛雨
G3726,桂林西,2026-09-05,11:24,2026-09-05,11:28,0.0,437,26.4,20.8,17.9,17.9,0.0,14.0,20.1,50.0,83.0,84.0,65,大雨
G3726,都匀东,2026-09-05,12:43,2026-09-05,12:48,,734,23.5,18.4,12.6,12.6,0.0,13.0,10.2,23.0,81.0,88.0,61,小雨
G3726,贵阳东,2026-09-05,13:23,2026-09-05,13:31,0.0,850,24.5,17.7,1.1,1.1,0.0,4.0,15.2,36.0,73.0,75.0,53,毛毛雨
G3726,遵义,2026-09-05,14:18,2026-09-05,14:20,0.0,973,26.5,19.2,0.0,0.0,0.0,0.0,12.5,28.4,61.0,75.0,3,阴
G3726,娄山关南,2026-09-05,14:34,2026-09-05,14:36,0.0,1003,27.9,19.6,0.0,0.0,0.0,0.0,10.6,24.1,55.0,72.0,3,阴
G3726,重庆西,2026-09-05,15:43,2026-09-05,15:52,0.0,1194,34.7,25.5,0.1,0.1,0.0,1.0,7.6,20.2,9.0,56.0,51,小毛毛雨
G3726,重庆北,2026-09-05,16:17,2026-09-05,16:22,0.0,1224,34.7,25.5,0.1,0.1,0.0,1.0,7.6,20.2,9.0,56.0,51,小毛毛雨
G3726,梁平南,2026-09-05,17:14,2026-09-05,17:19,0.0,1404,34.1,24.7,0.5,0.5,0.0,4.0,8.9,18.4,15.0,54.0,51,小毛毛雨
