车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-08-09,14:04,2026-08-09,14:04,0.0,0.0,26.8,25.1,84.2,84.2,0.0,24.0,30.8,71.6,100.0,92.0,63,中雨
G80,南京南,2026-08-09,15:05,2026-08-09,15:10,0.0,295.0,28.9,25.4,12.4,12.4,0.0,18.0,26.2,61.6,93.0,86.0,61,小雨
G81,徐州东,2026-08-09,16:19,2026-08-09,16:21,,626.0,34.0,23.6,2.1,2.1,0.0,4.0,19.4,48.6,43.0,66.0,53,毛毛雨
G81,商丘,2026-08-09,17:05,2026-08-09,17:07,2.0,796.0,33.4,23.2,0.0,0.0,0.0,0.0,20.5,47.5,10.0,53.0,2,多云
G81,开封北,2026-08-09,17:41,2026-08-09,17:43,0.0,934.0,29.0,21.5,0.0,0.0,0.0,0.0,19.2,46.4,0.0,62.0,0,晴
G81,郑州东,2026-08-09,18:04,,,-1.0,986.0,29.5,22.2,0.0,0.0,0.0,0.0,15.2,39.6,0.0,60.0,0,晴
G3726,广州,2026-08-09,08:42,2026-08-09,08:42,0.0,0.0,36.0,27.3,0.0,0.0,0.0,0.0,15.9,43.6,22.0,66.0,3,阴
G3726,佛山西,2026-08-09,09:04,2026-08-09,09:16,0.0,26.0,35.8,27.5,0.1,0.1,0.0,1.0,15.6,43.9,22.0,68.0,51,小毛毛雨
G3726,肇庆东,2026-08-09,09:35,2026-08-09,09:37,0.0,69.0,35.6,26.9,1.3,1.3,0.0,5.0,12.6,31.3,23.0,73.0,53,毛毛雨
G3726,贺州,2026-08-09,10:24,2026-08-09,10:26,0.0,254.0,34.5,25.6,0.1,0.1,0.0,1.0,13.6,29.2,15.0,72.0,51,小毛毛雨
G3726,阳朔,2026-08-09,10:58,2026-08-09,11:04,0.0,372.0,33.2,26.2,0.0,0.0,0.0,0.0,18.7,45.4,4.0,71.0,0,晴
G3726,桂林西,2026-08-09,11:24,2026-08-09,11:28,0.0,437.0,34.4,26.0,0.1,0.1,0.0,1.0,14.4,41.4,5.0,65.0,51,小毛毛雨
G3726,都匀东,2026-08-09,12:43,2026-08-09,12:48,,734.0,30.2,22.6,11.6,11.6,0.0,18.0,17.8,40.3,41.0,81.0,63,中雨
G3726,贵阳东,2026-08-09,13:23,2026-08-09,13:31,0.0,850.0,28.4,19.7,2.3,2.3,0.0,10.0,15.6,38.2,32.0,81.0,51,小毛毛雨
G3726,遵义,2026-08-09,14:18,2026-08-09,14:20,0.0,973.0,29.1,20.7,3.4,3.4,0.0,10.0,12.8,25.6,38.0,85.0,55,浓毛毛雨
G3726,娄山关南,2026-08-09,14:34,2026-08-09,14:36,0.0,1003.0,28.0,20.4,3.8,3.8,0.0,9.0,9.0,23.4,69.0,88.0,61,小雨
G3726,重庆西,2026-08-09,15:43,2026-08-09,15:52,0.0,1194.0,31.7,24.4,6.5,6.5,0.0,8.0,8.5,24.5,46.0,78.0,61,小雨
G3726,重庆北,2026-08-09,16:17,2026-08-09,16:22,-4.0,1224.0,31.7,24.4,6.5,6.5,0.0,8.0,8.5,24.5,46.0,78.0,61,小雨
G3726,梁平南,2026-08-09,17:14,2026-08-09,17:19,0.0,1404.0,29.9,23.0,14.9,14.9,0.0,14.0,9.7,22.3,62.0,86.0,65,大雨
G3726,万州北,2026-08-09,17:40,2026-08-09,17:44,,1469.0,33.0,25.9,8.0,8.0,0.0,16.0,6.7,18.4,53.0,84.0,61,小雨
G3726,云阳,2026-08-09,17:57,2026-08-09,17:59,0.0,1507.0,28.0,24.9,17.3,17.3,0.0,15.0,29.3,58.0,98.0,87.0,63,中雨
G3726,巫山,2026-08-09,18:33,,,0.0,1622.0,32.5,24.6,16.9,16.9,0.0,15.0,10.4,24.5,59.0,85.0,63,中雨
G1,北京南,2026-08-09,06:30,2026-08-09,06:30,0.0,0.0,31.8,23.1,0.0,0.0,0.0,0.0,12.8,33.5,58.0,58.0,3,阴
G1,沧州西,2026-08-09,07:18,2026-08-09,07:20,0.0,210.0,29.5,21.2,0.0,0.0,0.0,0.0,13.7,32.0,2.0,60.0,0,晴
G1,德州东,2026-08-09,07:45,2026-08-09,07:47,0.0,314.0,31.7,21.5,0.0,0.0,0.0,0.0,16.5,40.3,1.0,55.0,0,晴
G1,曲阜东,2026-08-09,08:34,2026-08-09,08:36,,527.0,32.8,21.1,0.0,0.0,0.0,0.0,17.5,36.7,26.0,63.0,3,阴
G1,南京南,2026-08-09,10:13,2026-08-09,10:15,0.0,1015.0,28.9,25.4,12.4,12.4,0.0,18.0,26.2,61.6,93.0,86.0,61,小雨
G1,苏州北,2026-08-09,10:59,2026-08-09,11:01,3.0,1229.0,28.4,24.9,51.8,51.8,0.0,23.0,33.1,76.3,100.0,91.0,63,中雨
G1,上海虹桥,2026-08-09,11:24,,,4.0,1310.0,26.8,25.1,84.2,84.2,0.0,24.0,30.8,71.6,100.0,92.0,63,中雨
D1,北京西,2026-08-09,17:58,2026-08-09,17:58,,0.0,31.8,23.1,0.0,0.0,0.0,0.0,12.8,33.5,58.0,58.0,3,阴
D1,石家庄,2026-08-09,20:24,2026-08-09,20:30,,281.0,33.4,22.8,0.0,0.0,0.0,0.0,6.9,19.1,18.0,58.0,3,阴
