车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-09-19,14:04,2026-09-19,14:04,0.0,0,30.0,24.5,23.7,23.7,0.0,15.0,9.9,27.0,83.0,82.0,63,中雨
G80,南京南,2026-09-19,15:05,2026-09-19,15:10,0.0,295,28.2,21.7,1.1,1.1,0.0,8.0,11.6,26.6,64.0,86.0,51,小毛毛雨
G81,徐州东,2026-09-19,16:19,2026-09-19,16:21,,626,29.2,21.0,0.0,0.0,0.0,0.0,11.6,28.4,63.0,72.0,3,阴
G81,商丘,2026-09-19,17:05,2026-09-19,17:07,-1.0,796,28.3,19.6,0.8,0.8,0.0,3.0,8.5,23.8,44.0,72.0,51,小毛毛雨
G81,开封北,2026-09-19,17:41,2026-09-19,17:43,-1.0,934,29.1,19.1,0.0,0.0,0.0,0.0,8.5,24.8,47.0,70.0,3,阴
G81,郑州东,2026-09-19,18:04,,,-2.0,986,27.7,19.9,0.0,0.0,0.0,0.0,8.3,26.3,59.0,63.0,3,阴
G3726,广州,2026-09-19,08:42,2026-09-19,08:42,0.0,0,33.8,25.5,0.7,0.7,0.0,7.0,8.3,16.9,11.0,74.0,51,小毛毛雨
G3726,佛山西,2026-09-19,09:04,2026-09-19,09:16,0.0,26,34.6,25.7,0.3,0.3,0.0,3.0,10.1,21.6,6.0,70.0,51,小毛毛雨
G3726,肇庆东,2026-09-19,09:35,2026-09-19,09:37,0.0,69,33.0,25.1,0.4,0.4,0.0,4.0,7.9,21.6,6.0,76.0,51,小毛毛雨
G3726,贺州,2026-09-19,10:24,2026-09-19,10:26,0.0,254,32.6,24.4,0.1,0.1,0.0,1.0,5.4,22.0,12.0,80.0,51,小毛毛雨
